"レベル","単元","グループ","単語(中文)","ピンイン","訳(日本語)","例文(中文)","例文(ピンイン)","例文訳","単語音声ファイル","日本語音声ファイル","例文音声ファイル"
4,637,70,"阅读","yuè dú","読む・読解する","坚持做读书笔记，对提高我们的阅读和表达能力有很大帮助。","Jiān chí zuò dú shū bǐ jì, duì tí gāo wǒ men de yuè dú hé biǎo dá néng lì yǒu hěn dà bāng zhù.","読書メモを続けることは、読む能力と伝える能力を高めることに大変助けになります。",4Qtango637.mp3,4Qimi637.mp3,4Qreibun637.mp3
4,707,70,"作者","zuò zhĕ","作者","那篇文章的作者是谁？","Nà piān wén zhāng de zuò zhě shì shéi?","あの文章の作者は誰ですか？",4Qtango707.mp3,4Qimi707.mp3,4Qreibun707.mp3
4,71,71,"传真","chuán zhēn","ファックス","传真机坏了。","Chuán zhēn jī huài le. ","ファックスが壊れました。",4Qtango071.mp3,4Qimi071.mp3,4Qreibun071.mp3
4,145,71,"份","fèn","～部（新聞・雑誌などを数える量詞）： 組や揃いになっているものを数える量詞","这份计划书写得不错。","Zhè fèn jì huà shū xiě de bú cuò.","この企画書はなかなかの出来です。",4Qtango145.mp3,4Qimi145.mp3,4Qreibun145.mp3
4,213,71,"盒子","hé zi","小さな箱・ケース","这些塑料盒子还有用吗？"," Zhè xiē sù liào hé zi hái yǒu yòng ma?","これらのプラスチック容器はまだ使えますか？",4Qtango213.mp3,4Qimi213.mp3,4Qreibun213.mp3
4,284,71,"竟然","jìng rán","意外にも・なんと","教授竟然把这次机会放弃了。","Jiào shòu jìng rán bǎ zhè cì jī huì fàng qì le.","教授はなんと、このチャンスを捨てました。",4Qtango284.mp3,4Qimi284.mp3,4Qreibun284.mp3
4,355,71,"满","măn","いっぱいだ","经过短短一个星期它就长满了这面墙，叶子很厚，绿绿的。","Jīng guò duǎn duǎn yí ge xīng qī tā jiù zhǎng mǎn le zhè miàn qiáng, yè zi hěn hòu, lǜ lǜ de.","たった1 週間で、この壁いっぱいに成長し、葉は厚く、青々となりました。",4Qtango355.mp3,4Qimi355.mp3,4Qreibun355.mp3
4,426,71,"任务","rèn wu","任務・仕事","我想把这个任务交给小李。","wǒ xiǎng bǎ zhè ge rèn wu jiāo gěi xiǎo lǐ.","この仕事は李さんにお願いしたいと思います。",4Qtango426.mp3,4Qimi426.mp3,4Qreibun426.mp3
4,497,71,"谈","tán","語る・話し合う","这段话主要谈什么？","Zhè duàn huà zhǔ yào tán shén me?","この内容は主に何について語っていますか？",4Qtango497.mp3,4Qimi497.mp3,4Qreibun497.mp3
5,1,1,"唉","āi","(嘆息して)ああ：(承諾して)はい","老人叹息道：“唉，年轻力壮的儿子骑着驴，却让自己的老父亲走着，真是不孝啊！”","Lǎo rén tàn xī dào:“Āi, nián qīng lì zhuàng de ér zi qí zhe lǘ, què ràng zì jǐ de lǎo fù qīn zǒu zhe, zhēn shi bú xiào a!” ","老人はため息をついて言いました。「ああ、若くて力もある息子がロバに乗って、自分の年老いた父親を歩かせているだなんて、なんて親不孝なんだ！」",5Qtango0001.mp3,5Qimi0001.mp3,5Qreibun0001.mp3
5,147,1,"重复","chóng fù","重複する・繰り返す","写小说的人总是害怕重复。","Xiě xiǎo shuō de rén zǒng shì hài pà chóng fù.","小説を書く人は繰り返しを恐れるのです。",5Qtango0147.mp3,5Qimi0147.mp3,5Qreibun0147.mp3
5,293,1,"反应","fǎn yìng","反応（する）","小王经验丰富，反应快，您放心吧。","Xiǎo wáng jīng yàn fēng fù, fǎn yìng kuài, nín fàng xīn ba.","王さんは経験豊富ですし、反応も速いです。ご安心ください。",5Qtango0293.mp3,5Qimi0293.mp3,5Qreibun0293.mp3
5,439,1,"何况","hé kuàng","まして～はなおさらのことだ","我都搬不动，何况那么小的孩子呢？","Wǒ dōu bān bú dòng, hé kuàng nà me xiǎo de hái zi ne?","私でさえ動かせないのに、ましてやあんな小さな子供ならなおさらです。",5Qtango0439.mp3,5Qimi0439.mp3,5Qreibun0439.mp3
5,585,1,"经营","jīng yíng","経営する・営業する","这里有许多经营古玩字画的店铺，很多来京旅游的人都要到这里逛逛。","Zhè lǐ yǒu xǔ duō jīng yíng gǔ wán zì huà de diàn pù, hěn duō lái jīng lǚ yóu de rén dōu yào dào zhè lǐ guàng guang.","ここには多くの骨董や書画を商いするお店があり、多くの北京に旅行にやって来た人々がここに散歩に来たがるのです。",5Qtango0585.mp3,5Qimi0585.mp3,5Qreibun0585.mp3
5,731,1,"棉花","mián hua","綿花","这个地方的棉花很有名。","Zhè ge dì fang de mián hua hěn yǒu míng.","ここの綿花はとても有名です。",5Qtango0731.mp3,5Qimi0731.mp3,5Qreibun0731.mp3
5,877,1,"热爱","rè' ài","心から愛する・熱愛する","我热爱大自然。","Wǒ rèʼ ài dà zì rán.","私は大自然を心から愛しています。",5Qtango0877.mp3,5Qimi0877.mp3,5Qreibun0877.mp3
5,1022,1,"所","suǒ","学校・病院などを数える量詞","他被一所大学录取了。","Tā bèi yì suǒ dà xué lù qǔ le.","彼はある大学に採用されました。",5Qtango1022.mp3,5Qimi1022.mp3,5Qreibun1022.mp3
5,1167,1,"项链","xiàng liàn","ネックレス","你的这条项链真漂亮。","Nǐ de zhè tiáo xiàng liàn zhēn piào liang.","あなたのこのネックレスはとてもきれいです。",5Qtango1167.mp3,5Qimi1167.mp3,5Qreibun1167.mp3
5,1312,1,"在于","zài yú","～にある","生命在于运动。","Shēng mìng zài yú yùn dòng.","生命の本質は運動をすることにあります。",5Qtango1312.mp3,5Qimi1312.mp3,5Qreibun1312.mp3
5,2,2,"哎","āi"," (呼びかけや注意を促し)さあ・ほら：(意外や不満の意を示し)おや・おい","哎，醒醒，这儿不能睡觉。","Āi, xǐng xing, zhè r bù néng shuì jiào.","ほら、起きてください。ここで寝てはいけません。",5Qtango0002.mp3,5Qimi0002.mp3,5Qreibun0002.mp3
5,148,2,"宠物","chǒng wù","ペット","养宠物有很多好处。","Yǎng chǒng wù yǒu hěn duō hǎo chu.","ペットを飼うことにはよい点（長所）が多くあります。",5Qtango0148.mp3,5Qimi0148.mp3,5Qreibun0148.mp3
5,294,2,"反映","fǎn yìng","反映する：報告する","“太好了！”这句看似不起眼的话反映的是一个人遇到困难还能面带微笑的心理素质。","“Tài hǎo le!” Zhè jù kàn sì bù qǐ yǎn de huà fǎn yìng de shì yí ge rén yù dào kùn nan hái néng miàn dài wēi xiào de xīn lǐ sù zhì.","「よかった！」というこの普通の言葉が反映するのは、人が困難に遭いながらも、顔に笑顔をたたえることができる心理的素養なのです。",5Qtango0294.mp3,5Qimi0294.mp3,5Qreibun0294.mp3
5,440,2,"合法","hé fǎ","合法的だ","我做的事情完全合法。","Wǒ zuò de shì qing wán quán hé fǎ.","私がしたことは完全に合法的でした。",5Qtango0440.mp3,5Qimi0440.mp3,5Qreibun0440.mp3
5,586,2,"景色","jǐng sè","景色・風景","你的摄影技术真不错。-哪里哪里，主要是那儿的景色漂亮。","Nǐ de shè yǐng jì shù zhēn bú cuò. - Nǎ lǐ nǎ lǐ, zhǔ yào shì nà r de jǐng sè piào liang.","あなたの撮影技術は本当に大したものですね。 -いえいえ、主としてそこの景色がきれいだったからですよ。",5Qtango0586.mp3,5Qimi0586.mp3,5Qreibun0586.mp3
5,732,2,"面对","miàn duì","直面する：（～に）面する","当人们面对重要的选择而犹豫的时候，常做这种梦。","Dāng rén men miàn duì zhòng yào de xuǎn zé ér yóu yù de shí hou, cháng zuò zhè zhǒng mèng.","人々が重要な選択に直面し、ためらっている時、よくこの類の夢を見ます。",5Qtango0732.mp3,5Qimi0732.mp3,5Qreibun0732.mp3
5,878,2,"热烈","rè liè","心がこもって温かい・熱意のある","工人们发出一片热烈的欢呼声。","Gōng rén men fā chū yí piàn rè liè de huān hū shēng.","労働者達は熱い喜びの声を上げました。",5Qtango0878.mp3,5Qimi0878a.mp3,5Qreibun0878.mp3
5,1023,2,"所谓","suǒ wèi","いわゆる","现在市场上所谓的健康食品其实没有统一的标准。","Xiàn zài shì chǎng shang suǒ wèi de jiàn kāng shí pǐn qí shí méi yǒu tǒng yī de biāo zhǔn.","現在の市場のいわゆる健康食品には実際のところ統一の基準がないのです。",5Qtango1023.mp3,5Qimi1023.mp3,5Qreibun1023.mp3
5,1168,2,"项目","xiàng mù","プロジェクト・計画・項目","董事会讨论决定，由你来负责这个新项目。","Dǒng shì huì tǎo lùn jué dìng, yóu nǐ lái fù zé zhè ge xīn xiàng mù.","理事会で話し合って決めたのですけれど、あなたに新しいプロジェクトの責任者になってもらうことにしましたよ。",5Qtango1168.mp3,5Qimi1168.mp3,5Qreibun1168.mp3
5,1313,2,"再三","zài sān","再三・何度も・繰り返し","经理权衡再三决定不裁员。","Jīng lǐ quán héng zài sān jué dìng bù cái yuán. ","社長は再三よく考えてリストラをしないことに決めました。",5Qtango1313.mp3,5Qimi1313.mp3,5Qreibun1313.mp3
5,3,3,"爱护","ài hù","大切にし保護する・いたわる","宠物也需要关心爱护。","Chǒng wù yě xū yào guān xīn ài hù.","ペットも気にかけて保護する必要があります。",5Qtango0003.mp3,5Qimi0003.mp3,5Qreibun0003.mp3
5,149,3,"抽屉","chōu ti","引き出し","我记得在办公室抽屉里，怎么没有呢？","Wǒ jì de zài bàn gōng shì chōu ti li, zěn me méi yǒu ne?","私は事務所の引き出しの中だったと覚えてるのに、どうしてないのかしら？",5Qtango0149.mp3,5Qimi0149.mp3,5Qreibun0149.mp3
5,295,3,"反正","fǎn zhèng","いずれにせよ・ どうせ・どのみち","朋友说再给你介绍个男孩子，你反正有空，去看看?","Péng you shuō zài gěi nǐ jiè shào ge nán hái zi, nǐ fǎn zhèng yǒu kòng, qù kàn kan?","友達はまた男の子を紹介してくれると言います。あなたはどうせ暇なので、行って会ってみますか？",5Qtango0295.mp3,5Qimi0295.mp3,5Qreibun0295.mp3
5,441,3,"合理","hé lǐ","合理的だ・筋道が通っている","桌子摆这儿，明显不合理。","Zhuō zi bǎi zhè r, míng xiǎn bù hé lǐ.","テーブルをここに置くのは明らかにおかしいです。",5Qtango0441.mp3,5Qimi0441.mp3,5Qreibun0441.mp3
5,587,3,"敬爱","jìng' ài","敬愛する","他是我敬爱的数学老师。","Tā shì wǒ jìngʼ ài de shù xué lǎo shī.","彼は私の敬愛する数学の先生です。",5Qtango0587.mp3,5Qimi0587.mp3,5Qreibun0587.mp3
5,733,3,"面积","miàn jī","面積","“老舍茶馆”的面积不大。","“Lǎo shě chá guǎn” de miàn jī bú dà.","「老舍茶馆」の面積は大きくありません。",5Qtango0733.mp3,5Qimi0733.mp3,5Qreibun0733.mp3
5,879,3,"热心","rè xīn","親切だ・やさしい・熱心だ","谢谢你和你的奶奶，你们真是热心人。","Xiè xie nǐ hé nǐ de nǎi nai，nǐ men zhēn shì rè xīn rén.","あなたとあなたのおばあさんに感謝します。あなたたちは本当に親切な人です。",5Qtango0879.mp3,5Qimi0879.mp3,5Qreibun0879.mp3
5,1024,3,"塔","tǎ","塔・タワー","这座塔有500年的历史了。","Zhè zuò tǎ yǒu 5 0 0 nián de lì shǐ le.","この塔は500年の歴史があります。",5Qtango1024.mp3,5Qimi1024.mp3,5Qreibun1024.mp3
5,1169,3,"橡皮","xiàng pí","消しゴム","糟糕，我今天没带橡皮。","Zāo gāo, wǒ jīn tiān méi dài xiàng pí.","いけない、今日消しゴムを持ってきてないです。",5Qtango1169.mp3,5Qimi1169.mp3,5Qreibun1169.mp3
5,1314,3,"赞成","zàn chéng","賛成する・同意する","我不赞成贷款买房子。","Wǒ bú zàn chéng dài kuǎn mǎi fáng zi.","私はローンで家を買うことは賛成しません。",5Qtango1314.mp3,5Qimi1314.mp3,5Qreibun1314.mp3
5,4,4,"爱惜","ài xī","重んじる：かわいがる","其他老师觉得这位学生爱惜荣誉。","Qí tā lǎo shī jué de zhè wèi xué sheng ài xī róng yù.","他の教師はこの学生が名誉を重んじると思っています。",5Qtango0004.mp3,5Qimi0004.mp3,5Qreibun0004.mp3
5,150,4,"抽象","chōu xiàng","抽象的だ：抽象する","时尚是一个抽象的概念。","Shí shàng shì yí ge chōu xiàng de gài niàn.","流行は1つの抽象的な概念です。",5Qtango0150.mp3,5Qimi0150.mp3,5Qreibun0150.mp3
5,296,4,"范围","fàn wéi","範囲","西红柿的种植范围在缩减。","Xī hóng shì de zhòng zhí fàn wéi zài suō jiǎn.","トマトの作付け範囲は減少しています。",5Qtango0296.mp3,5Qimi0296.mp3,5Qreibun0296.mp3
5,442,4,"合同","hé tong","契約・契約書","关于付款方式，合同里怎么规定的？","Guān yú fù kuǎn fāng shì, hé tong li zěn me guī dìng de?","支払い方法に関して、契約ではどのように決まっていますか？",5Qtango0442.mp3,5Qimi0442.mp3,5Qreibun0442.mp3
5,588,4,"酒吧","jiǔ bā","酒場・バー","小马一直在经营一家酒吧。","Xiǎo mǎ yì zhí zài jīng yíng yì jiā jiǔ bā.","馬さんはずっとバーを経営しています。",5Qtango0588.mp3,5Qimi0588.mp3,5Qreibun0588.mp3
5,734,4,"面临","miàn lín","（問題や状況などに）直面する・（～に）面している","股票市场面临着新的调整。","Gǔ piào shì chǎng miàn lín zhe xīn de tiáo zhěng.","株式市場は新たな調整に直面しています。",5Qtango0734.mp3,5Qimi0734.mp3,5Qreibun0734.mp3
5,880,4,"人才","rén cái","人材","你身边有计算机方面的人才吗？","Nǐ shēn biān yǒu jì suàn jī fāng miàn de rén cái ma？","あなたの周りにIT関係の人材はいますか？",5Qtango0880.mp3,5Qimi0880.mp3,5Qreibun0880.mp3
5,1025,4,"台阶","tái jiē","（家の前などの）石段・階段","他扶着弟弟在台阶上坐了下来。","Tā fú zhe dì di zài tái jiē shang zuò le xià lái.","彼は弟を支えて石段の上に腰を下ろしました。",5Qtango1025.mp3,5Qimi1025.mp3,5Qreibun1025.mp3
5,1170,4,"象棋","xiàng qí","中国将棋","爸爸很爱下象棋。","Bā ba hěn ài xià xiàng qí.","父は将棋を指すのが好きです。",5Qtango1170.mp3,5Qimi1170.mp3,5Qreibun1170.mp3
5,1315,4,"赞美","zàn měi","称賛する・賛美する","我们要学会赞美别人。","Wǒ men yào xué huì zàn měi bié ren.","私たちは他人を称賛することを習得しなければなりません。",5Qtango1315.mp3,5Qimi1315.mp3,5Qreibun1315.mp3
5,5,5,"爱心","ài xīn","思いやり","养宠物有助于培养人的爱心和责任感。","Yǎng chǒng wù yǒu zhù yú péi yǎng rén de ài xīn hé zé rèn gǎn.","ペットを飼うことは人が思いやりの心と責任感を育てるのを助けてくれます。",5Qtango0005.mp3,5Qimi0005.mp3,5Qreibun0005.mp3
5,151,5,"丑","chǒu","醜い：恥ずべきだ","我太丑了，他不会喜欢我的。","Wǒ tài chǒu le, tā bú huì xǐ huan wǒ de.","私はとても醜いので、彼は私のことが好きにならないと思います。",5Qtango0151.mp3,5Qimi0151.mp3,5Qreibun0151.mp3
5,297,5,"方","fāng","四角の","这个电脑是方的。","Zhè ge diàn nǎo shì fāng de.","このコンピューターは四角のです。",5Qtango0297.mp3,5Qimi0297.mp3,5Qreibun0297.mp3
5,443,5,"合影","hé yǐng","何人かで一緒に写真を写す・またその写真","你们俩的这张合影效果最好。","Nǐ men liǎ de zhè zhāng hé yǐng xiào guǒ zuì hǎo.","あなたたち２人のこのツーショット写真が（効果が）最高です。",5Qtango0443.mp3,5Qimi0443.mp3,5Qreibun0443.mp3
5,589,5,"救","jiù","助ける・救う","求救铃声一响，就会有专业的救援人员来救你。","Qiú jiù líng shēng yì xiǎng, jiù huì yǒu zhuān yè de jiù yuán rén yuán lái jiù nǐ.","非常ベルが鳴れば、専門の救助隊員があなたを助けに来てくれるでしょう。",5Qtango0589.mp3,5Qimi0589.mp3,5Qreibun0589.mp3
